"US_ISRM_id","pol_abbr","ems_qty","ems_unit"
"2199","SOx",0.538049,"ton/yr"
"2199","VOC",65.2194,"ton/yr"
"2199","NH3",4.92905,"ton/yr"
"2200","PM25",4.75074,"ton/yr"
"2200","NOx",19.1915,"ton/yr"
"2200","SOx",0.246183,"ton/yr"
"2200","VOC",17.2433,"ton/yr"
"2200","NH3",2.00679,"ton/yr"
"2201","PM25",1.66362,"ton/yr"
"2201","NOx",2.13436,"ton/yr"
"2201","SOx",0.058671,"ton/yr"
"2201","VOC",3.99541,"ton/yr"
"2201","NH3",0.462996,"ton/yr"
"2202","PM25",0.162258,"ton/yr"
"2202","NOx",0.129075,"ton/yr"
"2202","SOx",0.00352742,"ton/yr"
"2202","VOC",0.903626,"ton/yr"
"2202","NH3",5.61639,"ton/yr"
"2203","PM25",0.0424945,"ton/yr"
"2203","NOx",0.244443,"ton/yr"
"2203","SOx",0.0037473,"ton/yr"
"2203","VOC",0.715109,"ton/yr"
"2203","NH3",0.115368,"ton/yr"
"2204","PM25",2.75844,"ton/yr"
"2204","NOx",15.7372,"ton/yr"
"2204","SOx",0.105915,"ton/yr"
"2204","VOC",16.7854,"ton/yr"
"2204","NH3",1.9754,"ton/yr"
"2205","PM25",3.18682,"ton/yr"
"2205","NOx",16.6599,"ton/yr"
"2205","SOx",0.119109,"ton/yr"
"2205","VOC",17.388,"ton/yr"
"2205","NH3",1.85353,"ton/yr"
"2206","PM25",4.06989,"ton/yr"
"2206","NOx",22.9475,"ton/yr"
"2206","SOx",0.165884,"ton/yr"
"2206","VOC",18.343,"ton/yr"
"2206","NH3",1.73518,"ton/yr"
"2207","PM25",2.82275,"ton/yr"
"2207","NOx",22.8432,"ton/yr"
"2207","SOx",0.23483,"ton/yr"
"2207","VOC",31.7586,"ton/yr"
"2207","NH3",3.27198,"ton/yr"
"2208","PM25",3.03384,"ton/yr"
"2208","NOx",17.6686,"ton/yr"
"2208","SOx",0.127601,"ton/yr"
"2208","VOC",16.821,"ton/yr"
"2208","NH3",1.85976,"ton/yr"
"2209","PM25",2.39462,"ton/yr"
"2209","NOx",19.3655,"ton/yr"
"2209","SOx",0.121427,"ton/yr"
"2209","VOC",18.1427,"ton/yr"
"2209","NH3",2.10563,"ton/yr"
"2210","PM25",2.61442,"ton/yr"
"2210","NOx",22.0626,"ton/yr"
"2210","SOx",0.136102,"ton/yr"
"2210","VOC",21.0271,"ton/yr"
"2210","NH3",2.36842,"ton/yr"
"2211","PM25",2.79544,"ton/yr"
"2211","NOx",26.2551,"ton/yr"
"2211","SOx",0.381574,"ton/yr"
"2211","VOC",23.6323,"ton/yr"
"2211","NH3",2.54061,"ton/yr"
"2212","PM25",2.09449,"ton/yr"
"2212","NOx",9.52238,"ton/yr"
"2212","SOx",0.0694208,"ton/yr"
"2212","VOC",15.4155,"ton/yr"
"2212","NH3",1.83651,"ton/yr"
"2213","PM25",3.69987,"ton/yr"
"2213","NOx",40.6975,"ton/yr"
"2213","SOx",0.228594,"ton/yr"
"2213","VOC",26.8905,"ton/yr"
"2213","NH3",2.73979,"ton/yr"
"2214","PM25",2.60238,"ton/yr"
"2214","NOx",15.0446,"ton/yr"
"2214","SOx",0.133889,"ton/yr"
"2214","VOC",20.1976,"ton/yr"
"2214","NH3",2.08019,"ton/yr"
"2215","PM25",1.83697,"ton/yr"
"2215","NOx",5.83801,"ton/yr"
"2215","SOx",0.0403488,"ton/yr"
"2215","VOC",12.8578,"ton/yr"
"2215","NH3",1.46137,"ton/yr"
"2216","PM25",3.9749,"ton/yr"
"2216","NOx",22.9218,"ton/yr"
"2216","SOx",0.260529,"ton/yr"
"2216","VOC",32.7443,"ton/yr"
"2216","NH3",3.37822,"ton/yr"
"2217","PM25",3.09646,"ton/yr"
"2217","NOx",24.7627,"ton/yr"
"2217","SOx",0.19444,"ton/yr"
"2217","VOC",25.9208,"ton/yr"
"2217","NH3",2.90361,"ton/yr"
"2218","PM25",2.3476,"ton/yr"
"2218","NOx",13.3361,"ton/yr"
"2218","SOx",0.0715954,"ton/yr"
"2218","VOC",10.2769,"ton/yr"
"2218","NH3",0.383686,"ton/yr"
"2219","PM25",2.38185,"ton/yr"
"2219","NOx",14.8296,"ton/yr"
"2219","SOx",0.0772765,"ton/yr"
"2219","VOC",10.8476,"ton/yr"
"2219","NH3",0.449109,"ton/yr"
"2220","PM25",2.24996,"ton/yr"
"2220","NOx",13.9844,"ton/yr"
"2220","SOx",0.0766147,"ton/yr"
"2220","VOC",14.7151,"ton/yr"
"2220","NH3",0.650106,"ton/yr"
"2221","PM25",2.02852,"ton/yr"
"2221","NOx",13.521,"ton/yr"
"2221","SOx",0.0761814,"ton/yr"
"2221","VOC",16.708,"ton/yr"
"2221","NH3",0.856073,"ton/yr"
"2222","PM25",2.28407,"ton/yr"
"2222","NOx",21.5405,"ton/yr"
"2222","SOx",0.160626,"ton/yr"
"2222","VOC",18.2577,"ton/yr"
"2222","NH3",1.1168,"ton/yr"
"2223","PM25",2.55173,"ton/yr"
"2223","NOx",28.938,"ton/yr"
"2223","SOx",0.136466,"ton/yr"
"2223","VOC",19.2207,"ton/yr"
"2223","NH3",1.04789,"ton/yr"
"2224","PM25",2.72533,"ton/yr"
"2224","NOx",33.507,"ton/yr"
"2224","SOx",0.152558,"ton/yr"
"2224","VOC",21.2684,"ton/yr"
"2224","NH3",1.25328,"ton/yr"
"2225","PM25",3.62329,"ton/yr"
"2225","NOx",41.3704,"ton/yr"
"2225","SOx",0.19198,"ton/yr"
"2225","VOC",23.7861,"ton/yr"
"2225","NH3",1.63257,"ton/yr"
"2226","PM25",3.52168,"ton/yr"
"2226","NOx",39.237,"ton/yr"
"2226","SOx",0.338115,"ton/yr"
"2226","VOC",31.3847,"ton/yr"
"2226","NH3",2.40104,"ton/yr"
"2227","PM25",3.00453,"ton/yr"
"2227","NOx",30.2296,"ton/yr"
"2227","SOx",0.225467,"ton/yr"
"2227","VOC",30.101,"ton/yr"
"2227","NH3",2.2159,"ton/yr"
"2228","PM25",2.85427,"ton/yr"
"2228","NOx",28.223,"ton/yr"
"2228","SOx",0.191933,"ton/yr"
"2228","VOC",27.5555,"ton/yr"
"2228","NH3",1.94369,"ton/yr"
"2229","PM25",3.50079,"ton/yr"
"2229","NOx",24.1761,"ton/yr"
"2229","SOx",0.122116,"ton/yr"
"2229","VOC",18.0375,"ton/yr"
"2229","NH3",1.07062,"ton/yr"
"2230","PM25",3.86854,"ton/yr"
"2230","NOx",45.9669,"ton/yr"
"2230","SOx",0.318981,"ton/yr"
"2230","VOC",38.0471,"ton/yr"
"2230","NH3",2.96583,"ton/yr"
"2231","PM25",2.36597,"ton/yr"
"2231","NOx",20.4683,"ton/yr"
"2231","SOx",0.126093,"ton/yr"
"2231","VOC",22.2127,"ton/yr"
"2231","NH3",1.60407,"ton/yr"
"2232","PM25",4.0593,"ton/yr"
"2232","NOx",45.2173,"ton/yr"
"2232","SOx",0.298039,"ton/yr"
"2232","VOC",34.3266,"ton/yr"
"2232","NH3",2.64824,"ton/yr"
"2233","PM25",3.91897,"ton/yr"
"2233","NOx",11.1682,"ton/yr"
"2233","SOx",0.0803281,"ton/yr"
"2233","VOC",9.37511,"ton/yr"
"2233","NH3",0.501381,"ton/yr"
"2240","PM25",8.70087,"ton/yr"
"2240","NOx",14.6293,"ton/yr"
"2240","SOx",0.220671,"ton/yr"
"2240","VOC",94.4274,"ton/yr"
"2240","NH3",83.5768,"ton/yr"
"2241","PM25",16.72,"ton/yr"
"2241","NOx",54.7,"ton/yr"
"2241","SOx",0.632609,"ton/yr"
"2241","VOC",80.7967,"ton/yr"
"2241","NH3",29.3618,"ton/yr"
"2242","PM25",9.34532,"ton/yr"
"2242","NOx",39.2939,"ton/yr"
"2242","SOx",0.539627,"ton/yr"
"2242","VOC",47.5158,"ton/yr"
"2242","NH3",2.46581,"ton/yr"
"2243","PM25",0.579716,"ton/yr"
"2243","NOx",1.27295,"ton/yr"
"2243","SOx",0.197155,"ton/yr"
"2243","VOC",4.64347,"ton/yr"
"2243","NH3",0.120149,"ton/yr"
"2244","PM25",35.7204,"ton/yr"
"2244","NOx",178.647,"ton/yr"
"2244","SOx",1.35086,"ton/yr"
"2244","VOC",167.415,"ton/yr"
"2244","NH3",15.9216,"ton/yr"
"2245","PM25",3.08317,"ton/yr"
"2245","NOx",0.897417,"ton/yr"
"2245","SOx",0.0415287,"ton/yr"
"2245","VOC",5.45353,"ton/yr"
"2245","NH3",0.188884,"ton/yr"
"2246","PM25",0.0311587,"ton/yr"
"2246","NOx",0.27965,"ton/yr"
"2246","SOx",0.0755321,"ton/yr"
"2246","VOC",1.92964,"ton/yr"
"2246","NH3",0.134705,"ton/yr"
"2247","PM25",24.7245,"ton/yr"
"2247","NOx",125.898,"ton/yr"
"2247","SOx",1.11517,"ton/yr"
"2247","VOC",142.094,"ton/yr"
"2247","NH3",9.18974,"ton/yr"
"2248","PM25",7.13845,"ton/yr"
"2248","NOx",55.177,"ton/yr"
"2248","SOx",0.337083,"ton/yr"
"2248","VOC",46.2124,"ton/yr"
"2248","NH3",3.04297,"ton/yr"
"2249","PM25",4.37065,"ton/yr"
"2249","NOx",11.2979,"ton/yr"
"2249","SOx",0.424433,"ton/yr"
"2249","VOC",15.148,"ton/yr"
"2249","NH3",0.916533,"ton/yr"
"2250","PM25",8.06416,"ton/yr"
"2250","NOx",50.549,"ton/yr"
"2250","SOx",1.58051,"ton/yr"
"2250","VOC",45.4465,"ton/yr"
"2250","NH3",3.51982,"ton/yr"
"2251","PM25",13.8847,"ton/yr"
"2251","NOx",84.8758,"ton/yr"
"2251","SOx",3.85641,"ton/yr"
"2251","VOC",99.5122,"ton/yr"
"2251","NH3",7.46117,"ton/yr"
"2252","PM25",1.27541,"ton/yr"
"2252","NOx",8.21074,"ton/yr"
"2252","SOx",0.0801389,"ton/yr"
"2252","VOC",6.49082,"ton/yr"
"2252","NH3",0.418585,"ton/yr"
"2253","PM25",1.04332,"ton/yr"
"2253","NOx",5.20379,"ton/yr"
"2253","SOx",0.0503772,"ton/yr"
"2253","VOC",3.78384,"ton/yr"
"2253","NH3",0.339445,"ton/yr"
"2254","PM25",5.65987,"ton/yr"
"2254","NOx",54.9419,"ton/yr"
"2254","SOx",2.07614,"ton/yr"
"2254","VOC",27.5826,"ton/yr"
"2254","NH3",1.92122,"ton/yr"
"2255","PM25",37.0414,"ton/yr"
"2255","NOx",472.488,"ton/yr"
"2255","SOx",1159,"ton/yr"
"2255","VOC",92.2635,"ton/yr"
"2255","NH3",15.745,"ton/yr"
"2256","PM25",21.9381,"ton/yr"
"2256","NOx",232.423,"ton/yr"
"2256","SOx",12.9174,"ton/yr"
"2256","VOC",139.728,"ton/yr"
"2256","NH3",12.1507,"ton/yr"
"2257","PM25",39.352,"ton/yr"
"2257","NOx",361.872,"ton/yr"
"2257","SOx",3.25214,"ton/yr"
"2257","VOC",193.546,"ton/yr"
"2257","NH3",19.7993,"ton/yr"
"2258","PM25",5.1894,"ton/yr"
"2258","NOx",11.8151,"ton/yr"
"2258","SOx",0.0901267,"ton/yr"
"2258","VOC",37.6649,"ton/yr"
"2258","NH3",10.4568,"ton/yr"
"2259","PM25",4.48225,"ton/yr"
"2259","NOx",3.20233,"ton/yr"
"2259","SOx",0.0633009,"ton/yr"
"2259","VOC",12.041,"ton/yr"
"2259","NH3",14.7386,"ton/yr"
"2260","PM25",4.10965,"ton/yr"
"2260","NOx",29.487,"ton/yr"
"2260","SOx",0.332271,"ton/yr"
"2260","VOC",37.6397,"ton/yr"
"2260","NH3",38.3613,"ton/yr"
"2261","PM25",23.5057,"ton/yr"
"2261","NOx",94.0409,"ton/yr"
"2261","SOx",0.63129,"ton/yr"
"2261","VOC",92.9583,"ton/yr"
"2261","NH3",11.1279,"ton/yr"
"2262","PM25",3.79627,"ton/yr"
"2262","NOx",27.1978,"ton/yr"
"2262","SOx",0.374463,"ton/yr"
"2262","VOC",21.339,"ton/yr"
"2262","NH3",2.10723,"ton/yr"
"2263","PM25",3.12568,"ton/yr"
"2263","NOx",21.79,"ton/yr"
"2263","SOx",0.181958,"ton/yr"
"2263","VOC",18.7882,"ton/yr"
"2263","NH3",2.03277,"ton/yr"
"2264","PM25",3.24565,"ton/yr"
"2264","NOx",24.498,"ton/yr"
"2264","SOx",0.154051,"ton/yr"
"2264","VOC",20.9249,"ton/yr"
"2264","NH3",2.28436,"ton/yr"
"2265","PM25",2.71834,"ton/yr"
"2265","NOx",13.7992,"ton/yr"
"2265","SOx",0.0956426,"ton/yr"
"2265","VOC",17.4178,"ton/yr"
"2265","NH3",1.91291,"ton/yr"
"2266","PM25",2.83981,"ton/yr"
"2266","NOx",11.8476,"ton/yr"
"2266","SOx",0.0867984,"ton/yr"
"2266","VOC",15.691,"ton/yr"
"2266","NH3",1.64221,"ton/yr"
"2267","PM25",5.50362,"ton/yr"
"2267","NOx",55.3608,"ton/yr"
"2267","SOx",0.48545,"ton/yr"
"2267","VOC",50.503,"ton/yr"
"2267","NH3",4.94956,"ton/yr"
"2268","PM25",4.11191,"ton/yr"
"2268","NOx",23.9286,"ton/yr"
"2268","SOx",0.408364,"ton/yr"
"2268","VOC",18.351,"ton/yr"
"2268","NH3",1.77427,"ton/yr"
"2269","PM25",3.65635,"ton/yr"
"2269","NOx",27.9863,"ton/yr"
"2269","SOx",0.426858,"ton/yr"
"2269","VOC",20.2813,"ton/yr"
"2269","NH3",2.12876,"ton/yr"
"2270","PM25",2.3463,"ton/yr"
"2270","NOx",18.0706,"ton/yr"
"2270","SOx",0.108983,"ton/yr"
"2270","VOC",17.4195,"ton/yr"
"2270","NH3",1.90772,"ton/yr"
"2271","PM25",3.28487,"ton/yr"
"2271","NOx",27.4795,"ton/yr"
"2271","SOx",0.228351,"ton/yr"
"2271","VOC",22.1114,"ton/yr"
"2271","NH3",2.44887,"ton/yr"
"2272","PM25",2.60753,"ton/yr"
"2272","NOx",17.0594,"ton/yr"
"2272","SOx",0.111665,"ton/yr"
"2272","VOC",16.5831,"ton/yr"
"2272","NH3",1.81687,"ton/yr"
"2273","PM25",2.2339,"ton/yr"
"2273","NOx",28.1361,"ton/yr"
"2273","SOx",0.102915,"ton/yr"
"2273","VOC",19.0725,"ton/yr"
"2273","NH3",1.66748,"ton/yr"
"2274","PM25",1.57224,"ton/yr"
"2274","NOx",9.39216,"ton/yr"
"2274","SOx",0.0692198,"ton/yr"
"2274","VOC",11.6134,"ton/yr"
"2274","NH3",0.341905,"ton/yr"
"2275","PM25",1.9863,"ton/yr"
"2275","NOx",15.5271,"ton/yr"
"2275","SOx",0.0807025,"ton/yr"
"2275","VOC",15.1627,"ton/yr"
"2275","NH3",0.650472,"ton/yr"
"2276","PM25",2.29112,"ton/yr"
"2276","NOx",11.8886,"ton/yr"
"2276","SOx",0.0738862,"ton/yr"
"2276","VOC",15.2524,"ton/yr"
"2276","NH3",0.855737,"ton/yr"
"2277","PM25",2.60042,"ton/yr"
"2277","NOx",22.9592,"ton/yr"
"2277","SOx",0.116266,"ton/yr"
"2277","VOC",18.7847,"ton/yr"
"2277","NH3",1.11576,"ton/yr"
"2278","PM25",1.25797,"ton/yr"
"2278","NOx",10.5438,"ton/yr"
"2278","SOx",0.0748951,"ton/yr"
"2278","VOC",10.7071,"ton/yr"
"2278","NH3",0.673244,"ton/yr"
"2279","PM25",1.93368,"ton/yr"
"2279","NOx",20.5076,"ton/yr"
"2279","SOx",0.106672,"ton/yr"
"2279","VOC",17.6893,"ton/yr"
"2279","NH3",1.22426,"ton/yr"
"2280","PM25",3.17689,"ton/yr"
"2280","NOx",8.8056,"ton/yr"
"2280","SOx",0.0676785,"ton/yr"
"2280","VOC",12.1975,"ton/yr"
"2280","NH3",0.652814,"ton/yr"
"2281","PM25",2.556,"ton/yr"
"2281","NOx",10.3914,"ton/yr"
"2281","SOx",0.0867824,"ton/yr"
"2281","VOC",14.2724,"ton/yr"
"2281","NH3",0.790706,"ton/yr"
"2282","PM25",2.44464,"ton/yr"
"2282","NOx",23.9197,"ton/yr"
"2282","SOx",0.185004,"ton/yr"
"2282","VOC",19.826,"ton/yr"
"2282","NH3",1.1882,"ton/yr"
"2283","PM25",3.06351,"ton/yr"
"2283","NOx",33.5716,"ton/yr"
"2283","SOx",0.156561,"ton/yr"
"2283","VOC",20.2401,"ton/yr"
"2283","NH3",1.21503,"ton/yr"
"2284","PM25",2.3744,"ton/yr"
"2284","NOx",18.1761,"ton/yr"
"2284","SOx",0.188361,"ton/yr"
"2284","VOC",28.0942,"ton/yr"
"2284","NH3",1.92029,"ton/yr"
"2285","PM25",3.94543,"ton/yr"
"2285","NOx",42.4342,"ton/yr"
"2285","SOx",0.264644,"ton/yr"
"2285","VOC",32.9413,"ton/yr"
"2285","NH3",2.3499,"ton/yr"
"2286","PM25",2.34201,"ton/yr"
"2286","NOx",19.5369,"ton/yr"
"2286","SOx",0.139031,"ton/yr"
"2286","VOC",22.3325,"ton/yr"
"2286","NH3",1.52466,"ton/yr"
"2287","PM25",4.23814,"ton/yr"
"2287","NOx",57.4064,"ton/yr"
"2287","SOx",0.257152,"ton/yr"
"2287","VOC",28.9836,"ton/yr"
"2287","NH3",2.10941,"ton/yr"
"2288","PM25",3.02185,"ton/yr"
"2288","NOx",42.1984,"ton/yr"
"2288","SOx",0.186929,"ton/yr"
"2288","VOC",24.1616,"ton/yr"
"2288","NH3",1.5974,"ton/yr"
"2289","PM25",2.14099,"ton/yr"
"2289","NOx",20.0937,"ton/yr"
"2289","SOx",0.0995252,"ton/yr"
"2289","VOC",17.7347,"ton/yr"
"2289","NH3",1.03475,"ton/yr"
"2290","PM25",2.53064,"ton/yr"
"2290","NOx",21.7859,"ton/yr"
"2290","SOx",0.103144,"ton/yr"
"2290","VOC",18.4064,"ton/yr"
"2290","NH3",1.22262,"ton/yr"
"2291","PM25",3.45372,"ton/yr"
"2291","NOx",36.3328,"ton/yr"
"2291","SOx",0.177945,"ton/yr"
"2291","VOC",22.3163,"ton/yr"
"2291","NH3",1.58246,"ton/yr"
"2292","PM25",4.34764,"ton/yr"
"2292","NOx",41.3526,"ton/yr"
"2292","SOx",0.420952,"ton/yr"
"2292","VOC",49.2114,"ton/yr"
"2292","NH3",4.14986,"ton/yr"
"2293","PM25",4.48643,"ton/yr"
"2293","NOx",25.1087,"ton/yr"
"2293","SOx",0.201733,"ton/yr"
"2293","VOC",24.7707,"ton/yr"
"2293","NH3",1.90011,"ton/yr"
"2294","PM25",1.62273,"ton/yr"
"2294","NOx",9.24853,"ton/yr"
"2294","SOx",0.0512794,"ton/yr"
"2294","VOC",9.61948,"ton/yr"
"2294","NH3",0.456545,"ton/yr"
"2295","PM25",0.496212,"ton/yr"
"2295","NOx",4.82314,"ton/yr"
"2295","SOx",0.0215772,"ton/yr"
"2295","VOC",4.06877,"ton/yr"
"2295","NH3",0.210139,"ton/yr"
"2296","PM25",2.21933,"ton/yr"
"2296","NOx",6.56515,"ton/yr"
"2296","SOx",0.103353,"ton/yr"
"2296","VOC",7.59881,"ton/yr"
"2296","NH3",0.815729,"ton/yr"
"2297","PM25",1.18831,"ton/yr"
"2297","NOx",6.48996,"ton/yr"
"2297","SOx",0.0788465,"ton/yr"
"2297","VOC",8.70735,"ton/yr"
"2297","NH3",0.904777,"ton/yr"
"2298","PM25",0.247436,"ton/yr"
"2298","NOx",2.0561,"ton/yr"
"2298","SOx",0.00954129,"ton/yr"
"2298","VOC",1.07826,"ton/yr"
"2298","NH3",0.114975,"ton/yr"
"2299","PM25",0.0124706,"ton/yr"
"2299","NOx",0.103201,"ton/yr"
"2299","SOx",0.00121191,"ton/yr"
"2299","VOC",0.421698,"ton/yr"
"2299","NH3",0.0606682,"ton/yr"
"2300","PM25",12.5672,"ton/yr"
"2300","NOx",94.4268,"ton/yr"
"2300","SOx",0.739066,"ton/yr"
"2300","VOC",88.5079,"ton/yr"
"2300","NH3",9.30659,"ton/yr"
"2301","PM25",14.4326,"ton/yr"
"2301","NOx",122.923,"ton/yr"
"2301","SOx",0.99254,"ton/yr"
"2301","VOC",121.17,"ton/yr"
"2301","NH3",11.8714,"ton/yr"
"2302","PM25",9.97001,"ton/yr"
"2302","NOx",70.272,"ton/yr"
"2302","SOx",0.599007,"ton/yr"
"2302","VOC",84.3521,"ton/yr"
"2302","NH3",9.17106,"ton/yr"
"2303","PM25",2.92766,"ton/yr"
"2303","NOx",6.20051,"ton/yr"
"2303","SOx",0.0582025,"ton/yr"
"2303","VOC",9.96599,"ton/yr"
"2303","NH3",0.680695,"ton/yr"
"2304","PM25",0.940939,"ton/yr"
"2304","NOx",0.879255,"ton/yr"
"2304","SOx",0.100085,"ton/yr"
"2304","VOC",2.70045,"ton/yr"
"2304","NH3",0.0902503,"ton/yr"
"2305","PM25",11.6073,"ton/yr"
"2305","NOx",115.132,"ton/yr"
"2305","SOx",0.811539,"ton/yr"
"2305","VOC",100.649,"ton/yr"
"2305","NH3",6.45518,"ton/yr"
"2306","PM25",0.211853,"ton/yr"
"2306","NOx",1.85288,"ton/yr"
"2306","SOx",0.00945178,"ton/yr"
"2306","VOC",4.274,"ton/yr"
"2306","NH3",0.166011,"ton/yr"
"2307","PM25",12.0557,"ton/yr"
"2307","NOx",167.364,"ton/yr"
"2307","SOx",0.923615,"ton/yr"
"2307","VOC",62.9535,"ton/yr"
"2307","NH3",6.1524,"ton/yr"
"2308","PM25",4.10897,"ton/yr"
"2308","NOx",34.9957,"ton/yr"
"2308","SOx",0.285932,"ton/yr"
"2308","VOC",35.0184,"ton/yr"
"2308","NH3",3.27376,"ton/yr"
"2309","PM25",2.53647,"ton/yr"
"2309","NOx",15.2119,"ton/yr"
"2309","SOx",0.178845,"ton/yr"
"2309","VOC",25.2974,"ton/yr"
"2309","NH3",2.6384,"ton/yr"
"2310","PM25",3.22108,"ton/yr"
"2310","NOx",23.6741,"ton/yr"
"2310","SOx",0.141909,"ton/yr"
"2310","VOC",19.1568,"ton/yr"
"2310","NH3",2.0544,"ton/yr"
"2311","PM25",2.46411,"ton/yr"
"2311","NOx",19.5714,"ton/yr"
"2311","SOx",0.120023,"ton/yr"
"2311","VOC",20.9081,"ton/yr"
"2311","NH3",2.31137,"ton/yr"
"2312","PM25",2.97163,"ton/yr"
"2312","NOx",16.9043,"ton/yr"
"2312","SOx",0.116089,"ton/yr"
"2312","VOC",17.6983,"ton/yr"
"2312","NH3",1.96671,"ton/yr"
"2313","PM25",3.95625,"ton/yr"
"2313","NOx",23.5823,"ton/yr"
"2313","SOx",0.330761,"ton/yr"
"2313","VOC",30.0393,"ton/yr"
"2313","NH3",3.04064,"ton/yr"
"2314","PM25",3.36722,"ton/yr"
"2314","NOx",27.1901,"ton/yr"
"2314","SOx",0.325916,"ton/yr"
"2314","VOC",20.7073,"ton/yr"
"2314","NH3",2.14868,"ton/yr"
"2315","PM25",4.08915,"ton/yr"
"2315","NOx",40.2745,"ton/yr"
"2315","SOx",0.252841,"ton/yr"
"2315","VOC",24.1562,"ton/yr"
"2315","NH3",2.35184,"ton/yr"
"2316","PM25",2.84671,"ton/yr"
"2316","NOx",27.4502,"ton/yr"
"2316","SOx",0.164442,"ton/yr"
"2316","VOC",21.7291,"ton/yr"
"2316","NH3",2.5638,"ton/yr"
"2317","PM25",3.23233,"ton/yr"
"2317","NOx",22.8678,"ton/yr"
"2317","SOx",0.14842,"ton/yr"
"2317","VOC",18.269,"ton/yr"
"2317","NH3",1.98511,"ton/yr"
"2318","PM25",3.08183,"ton/yr"
"2318","NOx",19.9759,"ton/yr"
"2318","SOx",0.130286,"ton/yr"
"2318","VOC",15.904,"ton/yr"
"2318","NH3",1.61487,"ton/yr"
"2319","PM25",3.73454,"ton/yr"
"2319","NOx",24.3674,"ton/yr"
"2319","SOx",0.157244,"ton/yr"
"2319","VOC",18.9999,"ton/yr"
"2319","NH3",1.90987,"ton/yr"
"2320","PM25",4.03919,"ton/yr"
"2320","NOx",29.7004,"ton/yr"
"2320","SOx",0.232636,"ton/yr"
"2320","VOC",26.2731,"ton/yr"
"2320","NH3",2.49758,"ton/yr"
"2321","PM25",1.52098,"ton/yr"
"2321","NOx",12.828,"ton/yr"
"2321","SOx",0.0795166,"ton/yr"
"2321","VOC",10.8224,"ton/yr"
"2321","NH3",0.460223,"ton/yr"
"2322","PM25",3.16243,"ton/yr"
"2322","NOx",31.6982,"ton/yr"
"2322","SOx",0.134258,"ton/yr"
"2322","VOC",20.7396,"ton/yr"
"2322","NH3",1.26912,"ton/yr"
"2323","PM25",2.44872,"ton/yr"
"2323","NOx",22.201,"ton/yr"
"2323","SOx",0.110448,"ton/yr"
"2323","VOC",18.2354,"ton/yr"
"2323","NH3",1.15776,"ton/yr"
"2324","PM25",3.93328,"ton/yr"
"2324","NOx",24.3359,"ton/yr"
"2324","SOx",0.12909,"ton/yr"
"2324","VOC",16.1677,"ton/yr"
"2324","NH3",0.972633,"ton/yr"
"2325","PM25",3.02868,"ton/yr"
"2325","NOx",20.0645,"ton/yr"
"2325","SOx",0.154324,"ton/yr"
"2325","VOC",19.8294,"ton/yr"
"2325","NH3",1.34494,"ton/yr"
"2326","PM25",3.04413,"ton/yr"
"2326","NOx",24.8247,"ton/yr"
"2326","SOx",0.195518,"ton/yr"
"2326","VOC",26.9998,"ton/yr"
"2326","NH3",2.24012,"ton/yr"
"2327","PM25",3.74532,"ton/yr"
"2327","NOx",29.4097,"ton/yr"
"2327","SOx",0.244723,"ton/yr"
"2327","VOC",30.7256,"ton/yr"
"2327","NH3",2.36062,"ton/yr"
"2328","PM25",4.1175,"ton/yr"
"2328","NOx",25.6658,"ton/yr"
"2328","SOx",0.246144,"ton/yr"
"2328","VOC",28.9081,"ton/yr"
"2328","NH3",2.44642,"ton/yr"
"2329","PM25",2.44497,"ton/yr"
"2329","NOx",23.3521,"ton/yr"
"2329","SOx",0.217606,"ton/yr"
"2329","VOC",28.1279,"ton/yr"
"2329","NH3",2.18882,"ton/yr"
"2330","PM25",3.50696,"ton/yr"
"2330","NOx",37.6956,"ton/yr"
"2330","SOx",0.510996,"ton/yr"
"2330","VOC",37.149,"ton/yr"
"2330","NH3",3.08442,"ton/yr"
"2331","PM25",1.58362,"ton/yr"
"2331","NOx",8.95146,"ton/yr"
"2331","SOx",0.0545132,"ton/yr"
"2331","VOC",14.905,"ton/yr"
"2331","NH3",0.725079,"ton/yr"
"2332","PM25",3.41823,"ton/yr"
"2332","NOx",37.1225,"ton/yr"
"2332","SOx",0.174848,"ton/yr"
"2332","VOC",26.1341,"ton/yr"
"2332","NH3",1.80223,"ton/yr"
"2333","PM25",1.68288,"ton/yr"
"2333","NOx",10.6134,"ton/yr"
"2333","SOx",0.0625899,"ton/yr"
"2333","VOC",16.841,"ton/yr"
"2333","NH3",0.891845,"ton/yr"
"2334","PM25",2.20336,"ton/yr"
"2334","NOx",24.2621,"ton/yr"
"2334","SOx",0.118949,"ton/yr"
"2334","VOC",19.5099,"ton/yr"
"2334","NH3",1.30363,"ton/yr"
"2335","PM25",2.66278,"ton/yr"
"2335","NOx",32.9918,"ton/yr"
"2335","SOx",0.151233,"ton/yr"
"2335","VOC",21.7573,"ton/yr"
"2335","NH3",1.44113,"ton/yr"
"2336","PM25",4.32552,"ton/yr"
"2336","NOx",61.5839,"ton/yr"
"2336","SOx",0.287294,"ton/yr"
"2336","VOC",29.1576,"ton/yr"
"2336","NH3",2.12791,"ton/yr"
"2337","PM25",3.17392,"ton/yr"
"2337","NOx",25.8575,"ton/yr"
"2337","SOx",0.156788,"ton/yr"
"2337","VOC",18.7805,"ton/yr"
"2337","NH3",1.13467,"ton/yr"
"2338","PM25",4.58659,"ton/yr"
"2338","NOx",44.9979,"ton/yr"
